kanji,kosakata,grammar,reading,status
25,37,32,66,Siap
67,52,28,81,Siap
49,63,52,66,Siap
64,70,69,53,Siap
72,67,58,67,Siap
52,52,60,46,Siap
74,52,51,71,Siap
20,0,17,53,Belum Siap
94,93,70,63,Siap
50,55,50,58,Siap
54,63,47,44,Siap
62,45,54,48,Siap
79,82,69,69,Siap
12,1,10,45,Belum Siap
67,56,55,92,Siap
61,66,52,59,Siap
61,44,48,60,Siap
100,96,97,83,Siap
41,49,38,55,Siap
70,77,86,60,Siap
55,74,61,52,Siap
98,88,66,69,Siap
44,49,62,35,Siap
52,47,50,60,Siap
77,85,97,76,Siap
77,66,73,71,Siap
24,21,39,22,Belum Siap
42,54,65,47,Siap
66,74,39,84,Siap
73,78,74,51,Siap
49,43,53,53,Siap
1,0,22,36,Belum Siap
74,70,51,82,Siap
33,27,32,69,Siap
15,10,30,25,Belum Siap
0,3,31,30,Belum Siap
88,71,90,66,Siap
63,64,55,52,Siap
36,63,43,58,Siap
84,84,87,72,Siap
73,62,95,73,Siap
100,87,100,79,Siap
38,27,33,47,Siap
53,51,88,53,Siap
42,25,44,31,Siap
55,48,48,82,Siap
55,59,75,68,Siap
57,78,47,81,Siap
46,55,67,49,Siap
64,75,75,85,Siap
37,76,69,65,Siap
100,96,90,61,Siap
54,53,72,47,Siap
35,45,57,35,Siap
67,70,40,65,Siap
45,53,78,55,Siap
93,87,77,54,Siap
61,53,39,56,Siap
46,42,44,64,Siap
45,43,27,49,Siap
79,75,62,72,Siap
61,52,70,63,Siap
31,64,59,64,Siap
100,84,98,61,Siap
40,45,33,20,Siap
55,54,68,65,Siap
75,68,82,47,Siap
23,30,58,47,Siap
72,65,78,56,Siap
33,35,36,45,Siap
74,71,88,76,Siap
45,61,62,17,Siap
53,81,74,64,Siap
77,82,57,76,Siap
84,76,69,71,Siap
58,66,69,56,Siap
51,51,56,51,Siap
51,47,51,100,Siap
95,91,68,85,Siap
53,40,42,45,Siap
34,45,50,65,Siap
69,89,76,75,Siap
41,47,51,57,Siap
37,41,73,49,Siap
38,13,23,31,Belum Siap
47,52,48,73,Siap
60,55,77,70,Siap
65,63,94,59,Siap
72,67,79,72,Siap
76,73,65,64,Siap
59,47,67,51,Siap
44,56,61,64,Siap
71,75,51,55,Siap
80,82,87,74,Siap
69,69,53,62,Siap
41,46,61,59,Siap
38,43,58,51,Siap
33,23,47,74,Siap
73,79,66,74,Siap
76,76,56,42,Siap
62,74,61,71,Siap
67,55,54,59,Siap
82,87,79,78,Siap
58,47,66,48,Siap
84,85,65,94,Siap
59,60,37,62,Siap
31,51,39,44,Siap
68,65,95,59,Siap
77,75,67,74,Siap
75,70,74,62,Siap
57,54,58,60,Siap
42,48,49,57,Siap
100,100,88,96,Siap
81,72,77,77,Siap
72,73,65,52,Siap
65,76,80,49,Siap
85,70,67,70,Siap
76,69,56,57,Siap
63,68,68,34,Siap
43,58,65,48,Siap
56,57,59,55,Siap
10,0,9,23,Belum Siap
66,57,43,70,Siap
52,48,65,28,Siap
94,93,90,66,Siap
62,67,55,69,Siap
21,32,43,40,Siap
57,57,57,44,Siap
38,33,61,41,Siap
77,70,56,70,Siap
66,70,57,59,Siap
69,82,66,60,Siap
46,37,52,57,Siap
55,61,61,64,Siap
25,28,42,31,Siap
69,80,61,68,Siap
73,69,100,42,Siap
77,60,62,78,Siap
62,58,71,74,Siap
72,71,97,60,Siap
94,93,100,75,Siap
54,51,59,48,Siap
66,59,60,59,Siap
23,32,65,42,Siap
43,40,45,51,Siap
55,56,63,61,Siap
89,87,77,71,Siap
53,49,55,56,Siap
55,56,54,80,Siap
42,52,55,70,Siap
55,54,57,30,Siap
69,72,66,86,Siap
33,34,32,40,Siap
80,87,75,71,Siap
42,40,56,69,Siap
75,68,75,74,Siap
30,29,54,53,Siap
75,77,87,81,Siap
60,73,64,64,Siap
64,72,66,74,Siap
38,59,44,34,Siap
50,67,52,67,Siap
26,50,49,54,Siap
66,54,88,57,Siap
49,83,63,78,Siap
71,72,95,57,Siap
57,67,55,56,Siap
45,40,31,46,Siap
62,80,68,62,Siap
55,55,36,66,Siap
19,17,29,57,Belum Siap
60,77,73,79,Siap
66,62,63,62,Siap
77,86,81,81,Siap
37,35,46,77,Siap
0,5,18,13,Belum Siap
71,66,56,70,Siap
62,65,70,78,Siap
25,26,35,34,Belum Siap
27,53,57,31,Siap
100,100,100,73,Siap
40,60,100,45,Siap
75,67,69,52,Siap
44,46,36,51,Siap
16,19,34,31,Belum Siap
56,57,56,58,Siap
56,60,56,62,Siap
51,55,61,55,Siap
57,52,53,66,Siap
47,75,53,51,Siap
61,55,56,61,Siap
27,48,18,37,Siap
75,69,67,64,Siap
21,24,28,39,Belum Siap
8,20,39,43,Belum Siap
72,82,50,69,Siap
68,71,67,79,Siap
63,53,74,59,Siap
19,29,47,38,Siap
46,49,59,64,Siap
57,45,54,87,Siap
24,20,21,54,Belum Siap
45,45,51,51,Siap
69,78,73,50,Siap
84,96,69,100,Siap
49,50,52,48,Siap
70,81,41,53,Siap
25,22,56,40,Siap
68,64,89,49,Siap
38,43,55,65,Siap
60,73,58,64,Siap
60,60,53,55,Siap
75,86,65,91,Siap
37,34,41,70,Siap
74,63,75,64,Siap
56,54,36,46,Siap
47,42,69,70,Siap
55,65,57,49,Siap
48,44,61,50,Siap
62,53,32,49,Siap
66,64,34,61,Siap
67,71,60,62,Siap
47,69,66,60,Siap
68,79,65,69,Siap
85,84,78,79,Siap
33,38,55,57,Siap
81,69,78,56,Siap
32,35,35,60,Siap
74,66,69,76,Siap
75,79,62,56,Siap
13,25,32,46,Belum Siap
44,66,51,71,Siap
52,51,45,35,Siap
42,36,54,47,Siap
88,82,74,83,Siap
51,56,43,51,Siap
43,44,53,47,Siap
62,67,64,70,Siap
82,75,67,80,Siap
60,65,56,50,Siap
78,81,80,92,Siap
64,69,77,43,Siap
2,31,53,8,Belum Siap
51,55,40,49,Siap
56,56,49,50,Siap
56,80,62,61,Siap
0,4,24,49,Belum Siap
100,100,100,76,Siap
64,74,73,62,Siap
59,67,69,54,Siap
86,86,66,79,Siap
100,100,94,83,Siap
76,80,72,66,Siap
63,84,76,68,Siap
57,68,63,74,Siap
57,62,57,52,Siap
46,44,52,39,Siap
41,45,49,61,Siap
44,36,41,50,Siap
31,33,39,52,Siap
64,62,57,85,Siap
19,31,28,62,Siap
69,61,55,70,Siap
68,59,66,49,Siap
68,64,47,59,Siap
52,47,59,28,Siap
100,100,90,97,Siap
78,91,99,82,Siap
35,25,30,19,Belum Siap
70,63,75,87,Siap
51,45,39,49,Siap
37,38,53,24,Siap
38,29,29,43,Siap
69,59,84,84,Siap
45,44,49,76,Siap
76,84,93,70,Siap
80,87,65,71,Siap
81,100,100,74,Siap
42,58,84,41,Siap
52,70,52,70,Siap
76,70,61,76,Siap
58,50,72,35,Siap
37,53,25,94,Siap
85,92,87,65,Siap
64,83,64,54,Siap
69,66,53,67,Siap
39,39,58,63,Siap
24,45,22,77,Siap
33,49,45,68,Siap
47,59,59,62,Siap
34,44,53,55,Siap
63,62,75,47,Siap
30,27,39,33,Siap
22,57,35,41,Siap
72,68,81,77,Siap
66,69,66,67,Siap
48,55,70,37,Siap
41,27,48,46,Siap
36,47,41,48,Siap
51,54,51,66,Siap
64,73,88,42,Siap
85,68,75,73,Siap
53,42,57,68,Siap
41,34,56,38,Siap
73,70,63,63,Siap
38,31,34,25,Belum Siap
33,65,48,65,Siap
75,84,94,82,Siap
95,75,56,68,Siap
62,64,60,63,Siap
27,46,38,55,Siap
56,59,54,59,Siap
87,85,78,37,Siap
63,38,89,58,Siap
86,84,82,87,Siap
79,86,75,88,Siap
92,91,70,61,Siap
52,55,63,40,Siap
62,82,54,60,Siap
93,80,76,80,Siap
68,68,65,53,Siap
48,50,39,26,Siap
54,51,67,64,Siap
61,81,50,58,Siap
24,33,66,46,Siap
57,59,73,45,Siap
96,81,100,59,Siap
8,19,21,37,Belum Siap
90,99,56,71,Siap
94,83,76,75,Siap
57,55,41,42,Siap
67,79,71,71,Siap
61,68,88,61,Siap
84,82,44,66,Siap
56,93,57,92,Siap
31,33,35,50,Siap
60,91,42,68,Siap
43,69,54,56,Siap
57,63,62,72,Siap
37,48,38,65,Siap
88,100,87,84,Siap
91,82,67,100,Siap
45,44,32,48,Siap
14,40,41,35,Siap
56,62,74,38,Siap
67,71,81,58,Siap
76,61,53,58,Siap
74,95,80,61,Siap
66,92,66,78,Siap
59,86,75,73,Siap
69,57,62,68,Siap
33,23,34,36,Belum Siap
41,50,77,50,Siap
70,80,87,91,Siap
55,51,63,52,Siap
71,78,90,69,Siap
57,53,47,48,Siap
38,37,61,43,Siap
49,59,73,59,Siap
65,65,60,31,Siap
47,36,46,86,Siap
54,53,36,85,Siap
41,53,34,46,Siap
98,86,80,75,Siap
55,52,50,46,Siap
92,93,76,78,Siap
93,87,62,100,Siap
56,53,68,32,Siap
47,50,51,43,Siap
16,11,30,73,Belum Siap
36,28,43,60,Siap
30,34,25,29,Belum Siap
62,93,81,66,Siap
64,66,55,54,Siap
61,65,55,56,Siap
10,27,33,36,Belum Siap
28,39,59,30,Siap
75,76,87,65,Siap
38,85,70,51,Siap
74,53,57,57,Siap
61,79,65,57,Siap
92,99,73,74,Siap
62,66,54,45,Siap
67,62,70,72,Siap
68,59,80,58,Siap
100,100,85,84,Siap
26,16,10,37,Belum Siap
79,68,64,66,Siap
58,56,67,58,Siap
72,65,88,75,Siap
45,50,54,77,Siap
53,55,98,44,Siap
81,72,53,85,Siap
100,100,95,83,Siap
70,79,58,67,Siap
42,43,41,38,Siap
50,52,63,68,Siap
50,51,69,46,Siap
18,29,38,56,Siap
59,53,52,55,Siap
61,83,59,77,Siap
29,33,65,27,Siap
88,83,76,46,Siap
48,70,52,45,Siap
18,46,58,82,Siap
54,52,44,62,Siap
89,88,83,100,Siap
84,82,70,51,Siap
65,64,63,62,Siap
62,48,49,61,Siap
66,64,57,94,Siap
55,47,59,51,Siap
6,18,29,30,Belum Siap
99,91,77,84,Siap
57,68,56,70,Siap
52,68,69,68,Siap
62,58,72,58,Siap
46,39,61,43,Siap
57,66,56,64,Siap
21,26,32,45,Belum Siap
100,100,89,91,Siap
27,34,37,67,Siap
39,41,50,43,Siap
55,51,64,50,Siap
84,85,90,56,Siap
63,57,56,66,Siap
29,25,59,27,Siap
75,78,73,76,Siap
77,78,50,81,Siap
81,68,55,57,Siap
68,70,93,48,Siap
100,99,97,96,Siap
100,93,95,90,Siap
24,51,69,48,Siap
85,97,77,71,Siap
67,64,62,46,Siap
67,72,63,56,Siap
18,22,43,30,Belum Siap
46,60,30,82,Siap
38,41,37,55,Siap
77,69,68,61,Siap
81,79,75,78,Siap
15,29,29,32,Belum Siap
60,70,44,55,Siap
88,85,66,78,Siap
58,55,63,81,Siap
73,76,76,60,Siap
72,68,79,71,Siap
61,66,65,68,Siap
53,57,58,39,Siap
34,36,40,39,Siap
30,35,42,58,Siap
71,67,90,65,Siap
47,57,53,66,Siap
68,62,61,63,Siap
45,51,69,42,Siap
63,55,59,62,Siap
63,91,81,100,Siap
56,46,84,55,Siap
30,31,47,53,Siap
76,68,69,64,Siap
59,49,55,44,Siap
64,67,59,72,Siap
96,89,83,68,Siap
57,55,72,57,Siap
62,75,74,84,Siap
26,41,51,44,Siap
58,53,77,72,Siap
78,74,41,70,Siap
38,27,33,37,Siap
65,59,62,66,Siap
57,64,54,52,Siap
50,58,51,71,Siap
86,81,57,85,Siap
55,72,61,63,Siap
87,95,89,90,Siap
38,36,53,51,Siap
62,65,54,72,Siap
61,54,63,96,Siap
39,41,58,79,Siap
64,80,58,67,Siap
93,100,90,86,Siap
46,57,62,47,Siap
74,82,67,74,Siap
52,64,97,52,Siap
32,51,35,43,Siap
18,17,24,56,Belum Siap
42,48,51,64,Siap
39,35,23,39,Belum Siap
95,94,91,81,Siap
59,54,62,53,Siap
52,61,62,56,Siap
77,79,67,89,Siap
42,48,43,58,Siap
48,39,37,60,Siap
42,65,56,53,Siap
89,82,74,58,Siap
61,68,58,64,Siap
70,64,65,94,Siap
52,67,49,70,Siap
71,51,68,69,Siap
75,60,80,55,Siap
32,38,33,45,Siap
59,53,60,42,Siap
42,52,28,70,Siap
51,77,52,64,Siap
61,56,60,57,Siap
91,100,91,87,Siap
57,63,66,84,Siap
28,21,43,49,Siap
51,63,57,56,Siap
52,78,45,97,Siap
91,90,90,75,Siap
45,51,54,33,Siap
24,30,22,25,Belum Siap
88,76,61,65,Siap
26,24,31,44,Siap
52,51,40,65,Siap
58,60,53,46,Siap
62,55,48,56,Siap
73,81,56,70,Siap
44,41,64,66,Siap
57,54,66,72,Siap
61,68,52,83,Siap
61,58,70,65,Siap
52,68,73,83,Siap
58,88,72,56,Siap
69,77,74,71,Siap
63,64,76,51,Siap
69,64,74,71,Siap
30,36,25,47,Siap
71,68,58,31,Siap
57,84,61,78,Siap
79,74,81,77,Siap
47,52,67,41,Siap
54,46,43,56,Siap
51,43,62,36,Siap
64,77,80,45,Siap
70,90,95,90,Siap
37,52,45,42,Siap
74,71,67,69,Siap
56,62,72,44,Siap
49,63,45,62,Siap
37,60,70,64,Siap
83,76,58,76,Siap
64,62,70,68,Siap
100,100,73,99,Siap
42,38,48,44,Siap
62,74,53,52,Siap
53,48,71,47,Siap
36,36,37,35,Siap
59,60,45,73,Siap
60,51,94,45,Siap
100,100,94,94,Siap
40,67,64,38,Siap
39,26,37,48,Siap
60,50,55,77,Siap
15,4,30,46,Belum Siap
36,66,46,36,Siap
72,59,64,60,Siap
79,72,79,59,Siap
74,85,79,69,Siap
43,47,54,71,Siap
54,58,38,79,Siap
42,54,44,53,Siap
26,34,41,52,Siap
65,67,78,62,Siap
40,53,36,52,Siap
44,50,41,43,Siap
40,37,40,59,Siap
84,68,61,60,Siap
99,82,92,82,Siap
34,35,51,52,Siap
25,15,18,39,Belum Siap
55,61,62,68,Siap
68,59,74,58,Siap
61,65,78,72,Siap
39,55,78,47,Siap
53,50,52,55,Siap
61,69,70,65,Siap
79,82,64,64,Siap
19,19,38,52,Siap
59,47,50,73,Siap
68,67,57,69,Siap
43,45,58,58,Siap
94,95,73,90,Siap
21,47,49,50,Siap
46,56,62,69,Siap
71,70,54,40,Siap
52,52,62,56,Siap
22,13,42,27,Belum Siap
48,48,35,54,Siap
77,83,54,53,Siap
52,52,52,87,Siap
37,47,49,70,Siap
85,77,79,80,Siap
59,51,41,55,Siap
54,43,57,49,Siap
55,62,47,81,Siap
79,72,62,85,Siap
100,100,95,83,Siap
80,71,100,81,Siap
86,83,77,91,Siap
52,45,52,71,Siap
55,35,44,34,Siap
60,63,48,51,Siap
58,72,38,66,Siap
35,35,45,47,Siap
61,54,43,39,Siap
73,59,69,57,Siap
69,75,66,79,Siap
68,81,68,68,Siap
60,69,74,77,Siap
46,40,63,50,Siap
50,46,57,49,Siap
41,34,31,54,Siap
96,84,100,79,Siap
67,65,58,69,Siap
51,64,43,64,Siap
34,53,28,70,Siap
100,100,86,93,Siap
38,39,58,42,Siap
54,59,64,55,Siap
68,66,73,80,Siap
69,68,99,59,Siap
78,67,85,66,Siap
91,100,76,100,Siap
68,70,71,51,Siap
37,34,37,52,Siap
52,56,54,77,Siap
71,67,68,53,Siap
100,100,50,100,Siap
45,30,34,45,Siap
85,93,78,71,Siap
60,62,61,60,Siap
92,86,68,89,Siap
42,69,64,45,Siap
49,45,41,59,Siap
78,74,58,68,Siap
76,78,69,66,Siap
82,80,84,74,Siap
53,54,53,61,Siap
50,42,50,43,Siap
20,31,46,46,Siap
75,70,71,52,Siap
64,68,71,56,Siap
42,47,51,50,Siap
51,51,68,29,Siap
53,46,58,41,Siap
32,38,29,33,Siap
40,46,52,52,Siap
35,43,36,65,Siap
57,38,50,45,Siap
51,47,37,41,Siap
20,32,38,45,Siap
91,100,88,81,Siap
80,76,69,64,Siap
50,51,33,74,Siap
72,75,40,85,Siap
62,56,63,62,Siap
85,86,79,67,Siap
54,47,67,63,Siap
84,79,74,77,Siap
57,46,36,33,Siap
39,37,39,38,Siap
69,70,82,61,Siap
65,90,71,72,Siap
100,100,100,93,Siap
36,46,44,35,Siap
79,77,76,66,Siap
44,62,72,76,Siap
58,72,52,68,Siap
22,24,48,36,Siap
21,41,41,31,Siap
45,43,39,46,Siap
63,68,60,47,Siap
48,45,67,48,Siap
67,69,82,73,Siap
84,83,71,64,Siap
76,71,60,60,Siap
84,85,92,54,Siap
41,92,65,74,Siap
35,31,42,43,Siap
98,92,63,74,Siap
58,52,44,43,Siap
81,70,59,64,Siap
87,85,65,68,Siap
74,67,53,48,Siap
27,24,29,34,Belum Siap
37,51,39,50,Siap
73,85,70,76,Siap
57,61,88,38,Siap
57,64,52,46,Siap
68,82,76,73,Siap
60,74,64,76,Siap
66,72,68,51,Siap
41,50,61,58,Siap
60,64,46,48,Siap
63,77,68,82,Siap
69,75,62,59,Siap
58,46,60,65,Siap
66,92,73,83,Siap
57,57,75,71,Siap
47,40,49,35,Siap
12,50,52,35,Siap
37,32,64,64,Siap
39,60,56,69,Siap
83,87,77,64,Siap
52,44,53,13,Siap
57,59,53,62,Siap
43,54,33,35,Siap
38,57,53,47,Siap
29,33,49,47,Siap
54,52,69,61,Siap
53,59,38,77,Siap
70,71,74,60,Siap
68,63,41,50,Siap
38,24,47,59,Siap
97,86,79,75,Siap
66,62,37,71,Siap
61,64,60,91,Siap
56,55,100,42,Siap
47,44,65,55,Siap
55,73,64,82,Siap
69,58,81,56,Siap
29,18,24,47,Belum Siap
31,70,41,36,Siap
50,58,38,61,Siap
74,63,63,69,Siap
75,91,77,71,Siap
32,47,43,38,Siap
43,51,50,55,Siap
34,58,66,58,Siap
46,46,43,34,Siap
37,70,47,77,Siap
74,88,63,74,Siap
45,37,25,56,Siap
64,67,63,64,Siap
30,18,16,63,Belum Siap
57,48,59,65,Siap
50,64,49,52,Siap
97,99,82,85,Siap
53,51,52,48,Siap
14,21,39,26,Belum Siap
10,12,44,57,Belum Siap
50,54,46,64,Siap
69,73,52,74,Siap
62,64,66,77,Siap
60,57,57,68,Siap
81,86,79,61,Siap
53,48,59,74,Siap
75,68,86,62,Siap
22,14,43,50,Siap
24,43,37,51,Siap
19,14,35,55,Belum Siap
48,43,43,80,Siap
49,65,60,55,Siap
62,61,61,73,Siap
57,59,49,61,Siap
47,40,45,15,Siap
47,49,64,41,Siap
26,32,34,50,Siap
84,96,79,99,Siap
48,49,50,64,Siap
48,46,54,91,Siap
84,84,72,100,Siap
12,42,57,53,Siap
46,36,45,45,Siap
39,35,48,47,Siap
59,58,49,78,Siap
43,82,73,49,Siap
62,89,77,82,Siap
91,100,92,85,Siap
21,18,7,27,Belum Siap
67,91,57,48,Siap
24,52,29,89,Siap
50,45,56,43,Siap
51,51,34,76,Siap
24,50,37,65,Siap
72,97,100,92,Siap
82,80,86,69,Siap
65,54,60,44,Siap
77,89,68,85,Siap
34,29,32,61,Siap
33,25,52,23,Siap
12,21,19,33,Belum Siap
42,59,53,67,Siap
67,64,50,65,Siap
49,85,59,58,Siap
60,54,54,64,Siap
31,36,66,32,Siap
72,60,90,68,Siap
74,64,63,73,Siap
73,78,83,70,Siap
16,27,61,27,Belum Siap
61,61,50,61,Siap
37,42,44,61,Siap
56,48,75,37,Siap
62,69,66,66,Siap
72,59,63,58,Siap
44,36,49,56,Siap
44,83,60,55,Siap
28,29,39,38,Siap
83,89,63,67,Siap
55,62,69,52,Siap
88,76,61,55,Siap
49,56,47,62,Siap
54,52,64,8,Siap
42,38,42,58,Siap
78,80,61,72,Siap
40,39,52,58,Siap
80,82,65,43,Siap
47,57,50,59,Siap
18,20,18,33,Belum Siap
46,56,38,94,Siap
34,26,54,52,Siap
56,61,72,46,Siap
34,34,41,49,Siap
86,91,69,72,Siap
41,58,64,68,Siap
57,46,50,72,Siap
68,64,66,68,Siap
81,84,66,70,Siap
59,56,91,45,Siap
43,43,57,52,Siap
31,29,34,56,Siap
42,45,53,73,Siap
39,53,55,61,Siap
57,65,65,54,Siap
53,50,47,78,Siap
66,72,57,73,Siap
43,49,34,75,Siap
58,64,58,82,Siap
84,85,76,40,Siap
67,48,70,72,Siap
68,62,52,65,Siap
49,53,52,59,Siap
45,48,52,56,Siap
52,44,49,54,Siap
51,45,47,75,Siap
71,78,56,78,Siap
58,60,34,67,Siap
31,33,31,46,Siap
77,100,79,75,Siap
72,57,52,63,Siap
38,32,63,35,Siap
62,44,64,76,Siap
64,67,68,45,Siap
92,84,88,86,Siap
42,29,82,48,Siap
84,75,64,63,Siap
97,89,65,89,Siap
47,43,50,91,Siap
53,50,51,53,Siap
34,38,41,65,Siap
59,54,75,71,Siap
36,76,60,51,Siap
77,77,86,53,Siap
85,79,57,72,Siap
48,57,43,37,Siap
21,23,36,5,Belum Siap
68,53,60,53,Siap
71,67,43,89,Siap
61,68,61,57,Siap
30,61,100,55,Siap
57,56,64,69,Siap
93,90,87,74,Siap
61,65,58,59,Siap
59,61,57,71,Siap
47,65,52,55,Siap
51,52,68,57,Siap
91,95,93,85,Siap
56,63,61,45,Siap
64,51,60,44,Siap
60,44,36,35,Siap
71,81,58,77,Siap
97,99,88,77,Siap
67,68,75,74,Siap
53,59,74,61,Siap
57,58,76,38,Siap
14,14,11,31,Belum Siap
73,81,79,78,Siap
53,59,53,58,Siap
85,83,50,78,Siap
47,57,45,47,Siap
52,60,49,64,Siap
45,55,80,43,Siap
81,92,82,67,Siap
51,50,39,77,Siap
90,96,100,64,Siap
62,65,67,77,Siap
39,28,71,32,Siap
69,58,71,49,Siap
38,56,48,69,Siap
22,17,34,39,Belum Siap
76,100,78,85,Siap
73,74,79,46,Siap
77,81,68,55,Siap
73,67,71,86,Siap
40,37,55,56,Siap
43,51,58,42,Siap
76,67,70,71,Siap
40,28,44,37,Siap
0,34,15,45,Belum Siap
57,52,49,30,Siap
62,53,67,61,Siap
68,64,71,64,Siap
84,77,62,53,Siap
70,76,97,53,Siap
56,75,61,67,Siap
86,92,100,40,Siap
40,24,60,29,Siap
67,75,74,63,Siap
76,70,79,45,Siap
39,34,41,42,Siap
31,23,52,44,Siap
45,34,47,40,Siap
41,46,44,53,Siap
61,69,77,71,Siap
41,53,64,63,Siap
40,41,54,36,Siap
54,49,45,46,Siap
81,90,81,78,Siap
57,51,64,42,Siap
51,52,60,59,Siap
61,58,57,59,Siap
93,87,78,41,Siap
51,51,40,46,Siap
89,91,100,68,Siap
55,64,64,59,Siap
54,58,63,52,Siap
100,100,92,86,Siap
30,37,53,61,Siap
43,51,42,62,Siap
35,36,25,38,Siap
63,93,95,45,Siap
89,88,89,96,Siap
79,85,95,62,Siap
76,94,56,80,Siap
37,74,74,74,Siap
47,47,48,70,Siap
24,33,40,58,Siap
99,100,80,100,Siap
69,69,75,58,Siap
44,46,32,58,Siap
85,89,89,89,Siap
30,41,45,46,Siap
69,62,55,72,Siap
39,52,46,60,Siap
71,75,71,60,Siap
64,64,49,52,Siap
24,29,62,28,Siap
65,61,55,74,Siap
79,91,71,69,Siap
39,58,62,76,Siap
74,73,55,62,Siap
21,34,50,45,Siap
58,54,63,46,Siap
47,63,47,50,Siap
60,73,73,52,Siap
72,68,64,65,Siap
75,83,84,68,Siap
76,80,100,88,Siap
82,76,59,49,Siap
54,66,50,77,Siap
32,30,47,38,Siap
27,57,31,80,Siap
60,49,59,40,Siap
55,50,56,58,Siap
45,68,58,26,Siap
42,38,38,57,Siap
24,32,35,41,Belum Siap
47,43,55,74,Siap
65,75,75,27,Siap
33,36,17,64,Siap
56,63,61,53,Siap
97,94,100,56,Siap
82,83,70,71,Siap
93,100,84,70,Siap
58,66,81,69,Siap
75,81,96,65,Siap
52,44,58,37,Siap
45,56,56,21,Siap
8,10,32,49,Belum Siap
77,92,84,69,Siap
81,92,77,94,Siap
33,61,49,50,Siap
53,57,66,71,Siap
40,51,30,58,Siap
75,66,47,88,Siap
83,90,81,76,Siap
36,27,32,48,Siap
59,63,67,36,Siap
39,59,35,54,Siap
68,54,53,53,Siap
60,74,73,79,Siap
57,61,49,46,Siap
53,59,45,55,Siap
60,65,67,67,Siap
88,85,78,73,Siap
63,65,54,66,Siap
44,74,64,75,Siap
36,41,31,50,Siap
57,62,53,49,Siap
78,71,88,40,Siap
48,76,44,78,Siap
68,67,76,57,Siap
95,89,100,68,Siap
88,82,100,72,Siap
64,62,65,58,Siap
45,56,38,49,Siap
12,6,37,31,Belum Siap
54,55,56,55,Siap
58,54,46,44,Siap
82,62,58,100,Siap
54,52,65,51,Siap
44,65,60,66,Siap
19,21,24,29,Belum Siap
40,48,70,48,Siap
56,79,66,66,Siap
93,85,89,77,Siap
61,68,40,84,Siap
64,69,75,68,Siap
82,81,75,66,Siap
32,42,60,49,Siap
69,61,49,70,Siap
52,53,35,38,Siap
74,76,69,53,Siap
47,57,76,63,Siap
65,68,83,38,Siap
44,39,40,31,Siap
78,68,70,88,Siap
100,99,90,99,Siap
37,35,53,43,Siap
48,47,64,68,Siap
57,69,52,74,Siap
68,86,71,73,Siap
32,61,32,53,Siap
0,0,28,39,Belum Siap
91,76,75,83,Siap
72,82,68,77,Siap
25,36,38,23,Siap
30,57,47,78,Siap
88,100,94,100,Siap
62,95,71,51,Siap
80,80,95,75,Siap
56,43,66,82,Siap
62,64,74,72,Siap
46,63,47,70,Siap
84,80,93,54,Siap
41,41,35,60,Siap
44,43,46,54,Siap
71,79,87,79,Siap
55,71,54,58,Siap
87,85,66,60,Siap
42,47,61,51,Siap
64,56,62,54,Siap
37,46,42,48,Siap
61,61,44,54,Siap
31,28,43,42,Siap
54,38,51,47,Siap
36,32,41,45,Siap
78,72,53,49,Siap
61,73,65,73,Siap
32,18,40,45,Belum Siap
95,95,97,58,Siap
100,100,92,100,Siap
62,69,62,69,Siap
41,54,58,67,Siap
100,100,90,100,Siap
29,26,31,58,Siap
45,82,40,78,Siap
61,58,68,68,Siap
81,85,73,85,Siap
55,85,58,86,Siap
49,54,51,67,Siap
36,44,45,55,Siap
56,50,64,40,Siap
43,36,40,20,Siap
59,89,68,58,Siap
41,60,56,45,Siap
31,29,22,36,Belum Siap
81,80,80,71,Siap
51,51,26,62,Siap
36,35,25,53,Siap
53,56,62,69,Siap
66,63,60,61,Siap
8,48,17,42,Belum Siap
65,63,53,85,Siap
42,39,19,51,Siap
92,90,70,76,Siap
69,72,73,71,Siap
51,48,61,86,Siap
40,41,51,51,Siap
64,49,58,64,Siap
66,72,68,64,Siap
61,62,69,58,Siap
58,66,54,51,Siap
55,63,69,53,Siap
48,45,26,74,Siap
47,44,66,49,Siap
26,10,17,20,Belum Siap
72,71,54,90,Siap
62,77,57,75,Siap
37,46,60,67,Siap
89,94,77,64,Siap
71,55,54,74,Siap
42,34,62,65,Siap
77,73,74,60,Siap
64,75,73,61,Siap
73,67,82,49,Siap
40,55,78,77,Siap
73,82,72,46,Siap
49,47,59,52,Siap
67,67,55,74,Siap
26,29,52,32,Siap
56,53,56,43,Siap
98,91,81,76,Siap
20,45,53,81,Siap
34,47,45,50,Siap
51,45,21,64,Siap
30,35,40,45,Siap
24,16,42,42,Belum Siap
40,54,62,68,Siap
58,62,48,82,Siap
55,52,76,56,Siap
40,58,59,51,Siap
52,68,62,37,Siap
84,79,73,75,Siap
56,55,57,82,Siap
57,49,67,39,Siap
47,66,60,59,Siap
74,66,69,81,Siap
90,96,86,72,Siap
47,49,57,36,Siap
35,69,70,61,Siap
58,74,57,81,Siap
35,40,41,43,Siap
64,63,52,62,Siap
32,33,47,32,Siap
6,26,42,41,Belum Siap
72,70,52,68,Siap
61,54,48,74,Siap
69,62,76,56,Siap
65,64,57,65,Siap
24,51,49,58,Siap
65,60,66,68,Siap
36,34,29,44,Siap
90,84,66,81,Siap
